sentence_column_name|tag_column_name
Den första fasen kommer att vara klar i slutet av X .|1
En högsta domstol i Finland har bötfällt sju lokala asfaltföretag med mer än lejon (X miljoner dollar) för att ha drivit en kartell.|0
Affärsområdet har verksamhet i Finland, Sverige, Danmark, Estland, Lettland och Litauen.|1
Enligt Saarioinens verkställande direktör Ilkka M+Ækel+Æ har livsmedelsindustrin ett betydande överskott av produktionsmaskiner.|1
Det finska teknikföretaget Raute Corporation ( OMX Helsinki : RUTAV ) utfärdade tisdagen ( X september ) en vinstvarning för räkenskapsåret X .|0
Sony QX-vinsten fördubblas, med hjälp av spel, filmer och annat innehåll|2
Planerna kommer att resultera i införandet av nya och högt specialiserade tillverkningsmetoder och även innebära förändringar av personalen på anläggningen.|1
Omsättningen ökade till X,X miljoner euro från X,X miljoner euro på grund av ökande efterfrågan på tjänster, särskilt under tredje kvartalet, och den övergripande tillväxten i verksamheten.|2
Det gemensamma företaget X-X , som kommer att kallas Nokia Siemens Networks , kommer att bestå av Nokias nätverksaffärsgrupp och Siemens operatörsrelaterade verksamhet , vilket skapar uppskattade synergier på X,X miljarder euro ( X,X miljarder dollar ) år X , sa Nokia .|2
Värdet på beställningarna är över X miljoner euro.|1
Analytiker tillfrågade av Thomson Financial förväntade sig en omsättning på X miljoner USD för kvartalet.|1
Storbritannien att gå lätt på företag med obetalda skatter under pandemin|2
säger att viruset sprider sig snabbt i Indiens landsbygdsområden.|0
Mindre än tio personer kommer att möta pensionsavtal.|1
Den totala omfattningen av projektet är cirka X X kvadratmeter och det värderas till totalt cirka X miljoner euro.|1
BAWAG-Ska utfärda en benchmark, täckt affär.|1
XG tillåter kunder att använda mobila bredbandstjänster med hastigheter upp till tio gånger högre än med dagens XG.|2
TietoEnator sjönk med X,X procent till X,X, vilket förlängde de senaste bottennivåerna efter förra veckans rapport för andra kvartalet, sa återförsäljare.|0
Dessa företag kommer att kunna behålla sina marknadspositioner.|2
Det senaste resultatet inkluderade avgifter per aktie på X cent för aktieersättning, X cent för forskning och utveckling och X cent för strategiska investeringar.|1
F-Secure Online Backup skyddar automatiskt allt innehåll som lagras på en dator eller smartphone genom att göra en kopia av innehållet till en onlineplats.|1
KESKO ABP BÖRSMEDDELANDE X.X.X KL. X.X X (X) Kesko Abp och Aspo Abp undertecknade idag ett avtal som innebär att Aspo förvärvar aktiekapitalet i Kauko-Telko Ab, ett dotterbolag som ägs till X % av Kesko.|2
Mer än X specialevenemang i de tre länen under fyra månader hölls av bibliotekssystemet och dess nio filialbibliotek.|1
Metso Foundries Jyvaskyla , Inc. kommer att inleda personalförhandlingar om tillfälliga permitteringar och personalminskningar i Jyväskylä , Finland .|0
Separat undertecknade YIT Corporation och det österrikiska företaget E AG förra veckan ett avtal om försäljning av E:s byggsystemserviceverksamhet i Tyskland, Österrike, Polen, Tjeckien, Ungern och Rumänien för X miljoner euro.|2
Den finska fastighetsinvesteraren Sponda Plc sade onsdagen den X mars att de har undertecknat avtal med Danske Bank AS, Helsingfors filial för en X-årig kreditfacilitet på X miljoner euro och med Ilmarinen Mutual Pension Insurance Company om en X-årig kreditfacilitet på X miljoner euro.|1
Cencorp uppskattar att dess nettoomsättning under det sista kvartalet kommer att vara som tidigare nämnts, X ,X M EUR till X ,X M EUR, och rörelseresultatet (EBIT) beräknas vara positivt .|2
PCS Digital Guatemala har använt Tecnomens förbetalda system i Telguas fasta nät samt koduppdelad multipelaccess, eller CDMA, och globala system för mobil kommunikation, eller GSM, sedan X.|1
MegaFons abonnentbas ökade med X,X % under X till X,X miljoner användare den X december, medan dess marknadsandel av antalet kunder uppgick till X % i slutet av X, upp från X % i slutet av X, enligt TeliaSoneras uppskattningar .|2
För X var nettovinsten X miljoner euro och bolaget betalade en utdelning på X,X euro styck.|1
Erbjudandet representerar en premie på X % över aktiens stängningskurs på fredagen.|2
Med en försäljning på X,X miljarder dollar under de senaste tolv månaderna som slutade i oktober X och över X X butiker i X delstater är Dollar General landets största återförsäljare av små lådor med rabatt.|1
Korhonen avskedades från sin post som chefredaktör för gruppens tidning Lapin Kansa i december X.|0
Lönsamheten ( EBIT % ) var X,X % , jämfört med X,X % under andra kvartalet X .|0
Lösenpriset för optionen kommer att baseras på Safran Software Solutions licens- och underhållsförsäljning samt bolagets resultat.|1
Som ett resultat av annulleringen minskade den maximala ökningen av Citycons aktiekapital på basis av de konvertibla skuldebreven från X X X,X EUR till X X X,X EUR.|1
Företaget sa också att i Polen har ett lönsamhetsprogram lanserats vid Obornikis stålrams- och sandwichpanelfabrik.|2
AUSTIN , Texas , X september -- Texas Department of Transportation tilldelar kontrakt för Telestes videokomprimerings - och distributionsutrustning .|2
För närvarande skiljer sig de kvartalsvis tillämpade tilläggen avsevärt från de faktiska marknadspriserna.|1
Efter flytten kommer Stora Ensos innehav i NewPage att förbli oförändrat.|1
Köparens namn avslöjades inte.|1
Talvivaara Mining Company PLC ( Talvivaara Mining ) ( LSE : TALV ) , en finländsk nickelgruvverksamhet , har installerat sin andra produktionslinje vid sin metallåtervinningsanläggning den X juni X .|1
Låntagaren var glad över att göra roadshowen och detta gav resultat eftersom träffförhållandet från det var högt.|2
När denna information släpptes den X september X sjönk Nokias American Depositary-aktier med X %.|0
Segmentet för vätskehantering erbjuder laboratorieutrustning och tillbehör, inklusive mekaniska och elektroniska pipetter, och engångsspetsar som används på forskningsinstitutioner, universitet och sjukhus, såväl som inom läkemedels-, livsmedels- och andra industrier under varumärket Biohit.|1
Vi säljer en verksamhet för utveckling av informationssystem till finländarna.|1
För närvarande räknar företaget med att vinsten före skatt kommer att ligga kvar under X års nivå när den nådde X X EUR X X USD, jämfört med tidigare prognoser om en något bättre vinst före skatt.|0
Butiken på X kvm och X X kvm i Köpenhamns främsta shoppingdistrikt invigdes idag, vilket ytterligare stärker företagets närvaro i nordiska huvudstäder.|2
Bron kommer att byggas söder om den befintliga bron som spänner över sundet.|1
X november X - Den finska sportutrustningstillverkaren Amer Sports Oyj (HEL: AMEAS) sa idag att de har erhållit ett Schuldschein-lån på X miljoner euro från en pool av internationella investerare.|1
Det finska textil - och klädföretaget Marimekko Corporation ( OMX Helsinki : MMOXV ) rapporterade onsdagen ( X november ) ett rörelseresultat på X,X miljoner euro på en nettoomsättning på X miljoner euro för perioden januari till september X .|1
Nordea kommer att samordna det syndikerade lånet.|1
De vill ha min kreditkortsinformation och mina personliga uppgifter.|1
Investerare kommer att fortsätta vara intresserade av bolagets aktie även om det inte är riktigt billigt, sa Affarsvarlden.|2
J+Ærvi-Suomen Portti planerar också att minska användningen av natriumnitrit.|1
Kassaflödet från affärsverksamheten uppgick till X,X miljoner euro jämfört med -X,X miljoner euro under första halvåret X .|2
SWOT-analys är bara en metod för kategorisering och har sina egna svagheter.|1
Altias rörelsevinst steg till X miljoner euro från X,X miljoner euro.|2
Oriola-KD är en avknoppning av den finska läkemedelskoncernen Orion Oyjs partihandelsdivision.|1
Juha-Pekka Weckstr+¦m har utsetts till vd för telekomkoncernen TeliaSonera Finland för att efterträda Esa Rautalinko.|1
Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .|1
Nordea Pankki Suomi Oyj:s ägande i Stonesoft Corporation har minskat under X-X.|1
Inga prisuppgifter avslöjades.|1
Passagerartunneln beräknas tas i drift under X .|1
VD för företaget Tarmo Noop sa att tillväxten i försäljningen av premiumöl var den största.|2
Den finska fiber- och plasttillverkaren Suominen Corporation OMX Helsinki: SUYXV rapporterade onsdagen den X oktober en rörelseförlust på X,X miljoner euro på en omsättning på X,X miljoner euro för tredje kvartalet X.|1
Företagets omsättning uppgick till X,X MEUR X.|1
Rosa är en av de mest kända Duckburg-illustratörerna.|1
Vinst per aktie ( EPS ) uppgick till en förlust på X,X EUR .|0
Smärtan kanske inte är över för tekniska aktier.|0
Finska livsmedelsföretaget Raisio Oyj HEL: RAIVV sa idag att det kommer att köpa det brittiska snacks- och konfektyrföretaget Big Bear Group plc för ett företagsvärde av X,X miljoner EUR X,X miljoner USD.|2
Estlands jordbruksminister Helir-Valdor Seeder är i Finland på ett tvådagarsbesök, under vilket han träffar sin finska motsvarighet Sirkka-Liisa Anttila.|1
Nokia har invigt sin tillverkningsanläggning nära Chennai den X mars X.|1
Neste Oil Corporation är ett raffinerings- och marknadsföringsföretag som fokuserar på rena, högkvalitativa trafikbränslen.|1
Master of Mayawas utvecklats gemensamt av Nokia Siemens Networks och UFA - FremantleMedia , och kommer att annonseras aktivt av Maxis i slutet av maj X .|1
De totala omstruktureringskostnaderna förväntas uppgå till cirka X miljoner euro , varav X,X miljoner euro bokfördes i december X .|1
Dessutom kan återförsäljare använda samma hårdvara för alla uppgifter i butiker och i hela lagret, vilket ger betydande besparingar på support- och infrastrukturkostnader.|1
Enheten planeras vara i drift under andra halvåret X och i full drift under X .|1
Samtidigt är marknaden för automatiserade vätskehanteringsanordningar redan större än för pipetter, enligt Biohit.|1
Med fem olika spellägen , samarbetsturneringar , delad skärm för X spelare och flerspelarlägen kan spelare ha lika kul som de skulle göra om de faktiskt fiskade .|1
Salonen tillade att data visar att producenternas massalager i Nordamerika minskar. &#X;|0
Rosen var försiktig med att vara för optimistisk med tanke på det andra halvåret.|1
&quot;Vi fortsatte aktivt att fokusera FoU och att positionera vårt erbjudande bort från punktlösningar till dynamiska helhetslösningar&quot;, sa Ervio.|2
Affären innebär att tio personer i tre länder går över till Tieto.|1
Rörelsevinsten steg till X ,X miljoner euro från X ,X miljoner euro året innan .|2
Energiskottet är förpackat i en X-milliliterspåse med skruvlock.|1
Företaget kommer att publicera sitt resultat för X den X februari X.|1
I Ryssland sträcker sig Raisios Food Divisions hemmamarknad ända till Vladivostok.|1
ADP News - X nov, X - Finska AC-frekvensomriktartillverkaren Vacon Oyj OMX: VACXV sa idag att de har etablerat nya representationskontor i Rumänien och Ukraina för att betjäna de växande marknaderna i östra och sydöstra Europa.|2
Inha Works har investerat i sin produktutveckling och marknadsundersökningar.|1
Bosse tillade att Trygvesta inte har finansiell styrka att förvärva hela enheten.|0
Företagets webbplats är www.ahlstrom.com.|1
I juni sålde man en X-procentig andel till Nordstjernan och investeringsgruppen har nu tagit upp optionen att förvärva EQT:s återstående aktier.|1
Rapala VMC Corporation ( Rapala ) är ett företag baserat i Finland som är verksamt inom tillverkning och distribution av fiskeutrustning och tillbehör.|1
Elcoteq SE Börsmeddelande X februari X kl X.X ( EET ) Elcoteq kommer att publicera sin bokslutskommuniké X onsdagen den X februari kl . X.X ( EET ) .|1
A. Le Coq hade en marknadsandel på X,X procent och den rivaliserande dryckesgruppen Saku X,X procent.|1
Vaisalas expertis inom blixtdata och informationssystem bygger på omfattande erfarenhet och investeringar i FoU.|1
Marknadsandelen för Volkswagen personbilar i Finland var X,X procent, Audi hade en marknadsandel på X,X procent och Seats andel var X,X procent.|1
X juni X ( AOL Webbloggar levererade av Newstex ) -- Det ser ut som att EX är på väg att höjas som Nokias ( NYSE : NOK ) främsta smartphone i affärsklass -- någon i Esbo har precis träffat företagets YouTube-konto med denna promovideo för en EX .|1
Utnämningarna gäller tills ny VD har utsetts.|1
Fullfunktionsdatorn väger X,X kilo och är drygt två centimeter tunn.|1
Förutom den indiska marknaden kommer den nya fabriken att betjäna Salcomps kunder globalt, sade företaget.|2
Incap uppskattar att det kommer att generera en intäkt på X miljoner euro (X,X miljoner USD) från sin indiska verksamhet för X.|1
Enligt anmälan är Ameriprice Inc. och dess koncernbolags innehav nu totalt X X aktier, vilket motsvarar X,X % av Tekla-aktier och rösträtter.|1
Bland andra industriaktier lade Metso till X,X procent till X,X euro, Wartsila B sjönk X,X procent till X,X euro och Rautaruukki K var X,X procent lägre till X,X euro.|1
Efter registreringen är Bioties aktiekapital X X X,X euro.|1
HKScan är ett av de ledande livsmedelsföretagen i norra Europa med hemmamarknader i Finland, Sverige, Baltikum och Polen.|1
Personalminskningen kommer att genomföras i enheterna Anjalankoski, Hollola, Jyväskylä, Jarvenpaa, Karhula, Åbo och Valkeakoski.|0
Jorma Valkama, verkställande direktör för Suomen Paikallissanomat Oy, säger att Rannikkoseutu på ett enastående sätt kompletterar företagets nuvarande produktsortiment.|1
Bidens infrastrukturplan kan få fler städer att erbjuda internettjänster direkt|2
USA-baserade T Corp. för samtal med det skandinaviska telekomföretaget TeliaSonera om att sälja sin andel i den uzbekiska mobiloperatören Coscom, sa en chef på Coscom till Interfax.|1
Att söka sommarjobb ses som mödosamt och stressigt.|0
Simmons vald DCUC-ordförande PORTSMOUTH, NH-Gordon A. Simmons, VD för Service Credit Union, har valts till ordförande i Defense Credit Union Council för mandatperioden X-X.|1
Det finska dryckesföretaget Olvi introducerar en ny longdrink Olvi Kultalonkero ( golden long drink&#X;&#X;) på marknaden i Finland våren X.|1
Båda källorna sa att Nokia skulle avslöja sin nya telefon med kodnamnet &quot;Tube&quot; den X oktober vid ett analytiker- och mediaevenemang i London.|1
Finska Larox har tecknat ett kontrakt med Talvivaaraprojektet för leverans av filter till nickelgruvan Talvivaara i Sotkamo i Finland.|2
Steve Jackson, e-affärsanalytiker på Satama och tidigare VD för Aboavista sa: Google bröt formen när de gav bort Google Analytics gratis.|1
Tecnomens lösning kan användas för för- och efterbetald fakturering, för laddning och klassificering av röst- och videosamtal, datatrafik och alla slags innehållstjänster i både mobila och fasta nät.|1
Värdet på de bekräftade flygplansbeställningarna uppgår till X miljarder euro.|1
PGE Belchatow driver det koleldade kraftverket Belchatow på X,X GW, och Fortum har för avsikt att starta ett CCS-demonstrationsprojekt tillsammans med Teollisuuden Voima Oyj (TVO) - ett annat finskt kraftverk - vid deras gemensamt ägda XMW koleldade Meri-Pori-anläggning.|1
Den första delen av Cinema Series avslutas med en profil av den finske uppfinnaren Olavi Linden, vars personliga konstnärliga resa och arbete på Fiskars har lett till dussintals designpriser.|1
När försvaret mognar utvecklar angripare trojaner som är utrustade med innehållsfilter för att upptäcka onlinebankaktivitet för att fånga kontodetaljer med metoder som formulärgrabbning, skärmdumpar, videoinspelningar, tangentloggning och injicering av formulärfält.|1
Enhetskostnaderna för flygverksamheten minskade med X,X procent.|2
Villkoren för aktieoptionsprogrammet X finns tillgängliga på bolagets internetsidor www.sanoma.com.|1
Exel Composites långsiktiga tillväxtutsikter är dock fortsatt goda.|2
M-reals försäljning förväntas ha ökat med X % på årsbasis till X miljoner euro under andra kvartalet X.|2
Försäljningen minskade med X procent i Finland och upp X procent i utlandet där försäljningen lyftes av den starka försäljningstillväxten i Ryssland och Litauen.|1
Arrangemangen gäller inte koncernens enheter utanför Finland.|1
Den andra affären gäller processkranar till det ryska stålverket PNTZ i Pervorouralsky genom en beställning från det turkiska byggföretaget Gama Endustri Tesisleri Imalat ve Montaj AS.|1
Kesko Agro Lietuva, lantbruksmaskin- och spannmålshandlaren och en annan medlem av Kesko-koncernen, ökade sin försäljning med X,X procent till X,X miljoner euro, inklusive moms.|2
Företaget söker också möjligheter att flytta Luumaki-personalen, ett X-tal personer, till andra UPM-bruk.|1
Enligt vd Matti Perkonoja för moderbolaget HKScan har företagets resultat under första kvartalet X legat klart under nivån för motsvarande period X.|0
Quatrocons kundkrets grundades X och består av offentliga byggherrar, centrala handelsföretag och större byggföretag.|1
Centraleuropa är ett viktigt marknadsområde för Honka.|1
Diameterprotokollet är utvecklat enligt standarderna IETF RFC X och IETF RFC X.|1
Handeln med Indo-Ryssland kan passera de målsatta X miljarderna dollar till X och fördubblas till X miljarder dollar till X, om handelsirriterande och processuella krångel är lösta, sa kammaren i sin undersökning om hinder för handel med Ryssland.|2
Panostaja äger X,X procent av aktiekapitalet och rösträtten för Suomen Helasto - aktier efter ett aktiebyte som genomfördes den X maj X .|1
Jacobs har stött Storengys satsning på att utveckla lagringsplatser sedan X som ägarens ingenjör.|1
Enligt Sepp+Ænen är den nya tekniken UMTSX-lösningens byggnadskostnader en tredjedel lägre än kostnaderna för att bygga X,X G-nätverk, som arbetar med X X MHz-frekvensen.|2
Cargotec kommer också att flytta Hallberg-Ivarssons service- och installationsverksamhet under samma tak med sitt servicecenter för Kalmar- och MacGregor-lösningar i Göteborg.|1
Det har flera innovativa småmolekylära och biologiska läkemedelskandidater i olika stadier av klinisk utveckling.|1
Sanoma kommer att fortsätta fokusera på att investera i digitala medier och på att stärka sina marknadspositioner.|1
Produkterna har låg salt- och fetthalt.|1
När OMX-marknadsterminerna förfaller den X maj X kommer Novator Finland Oy:s direkta aktieinnehav i Amer Sports Corporation att överstiga en femtedel X-X av bolagets aktier och röster.|1
Sampo Group som blivit storägare i Nordea äger TrygVestas huvudkonkurrent If Skadeförsäkring.|1
Avsikten med artikeln var att rikta uppmärksamheten på det faktum att den utvecklingsmodell som Kina hade följt var mycket annorlunda än den modell som Indien hade följt.|1
Affärerna blomstrade efter att Ostrom hjälpte till att plantera en liten berättelse om Rapala-beten i ett nummer av tidningen Life som visade Marilyn Monroe på omslaget.|2
Fortum behöver en tydlig signal om engagemang från regeringen att tillståndet är tillgängligt innan företaget startar nästa omgång, säger Kuula.|1
Tweeple bör kontrollera vem som följer dem och vara försiktig när du klickar på webbadresser och småurl. &#X;&#X;|1
Finska Talentum rapporterar att dess rörelsevinst ökade till X,X miljoner euro X från X,X miljoner euro X och omsättningen uppgick till X,X miljoner euro, en ökning från X,X miljoner euro.|2
Kina rapporterar X nya fall av covid-X jämfört med X dagen innan.|0
Enligt avtalet har Pfizer finansierat Bioties forskningsaktiviteter om PDEX fosfodiesteras X-hämmarprogrammet sedan starten i slutet av X och har ensam behörighet att utveckla upptäckta föreningar.|1
Marknaderna kontrolleras nästan helt av tre banker: Nordea, OP-gruppen och Sampo.|1
Kommittén föreslår följande arvode: ett månatligt arvode på X X euro till ordföranden, X X euro till vice ordföranden och X X euro för övriga styrelseledamöter.|1
Elcoteqs intäkter under X var cirka X miljoner euro.|1
Land : , Finland Sektor : Bygg- och fastighetsmål : Pohjolan Design-Talo Oy Köpare : CapMan Oyj Försäljare : Ruukki Group Oyj Affärsstorlek i USD : X,X m Typ : Avyttringsstatus : Överenskommen|1
Den inkluderar företagets nya , mycket kraftfulla , kompakta och skalbara Flexi Multiradio X Base Station .|1
Bolagets aktie är noterad i Mid Cap-segmentet på NASDAQ OMX Helsinki.|1
&quot;Det är frågan om tjuvar som stjäl dem från byggarbetsplatser&quot;, sa Smith.|0
Ett pappersbruk i staden Madison i centrala Maine kommer snart att få en ny ägare.|1
Blyproduktionen bör i sin tur öka till X X ton fram till X, vilket skulle vara en dubbel ökning från nuvarande kapacitetsnivåer, sa Zahariev.|2
X mars X - Finska elektronikkontraktstillverkaren Scanfil Oyj HEL: SCFXV sa idag att dess plan att slå samman den helägda Scanfil EMS Group med Ojala-Yhtyma Oy har hamnat i en hake då aktieägarna i den inhemska rivalen avvisade affären.|0
Den uppgraderade fabriken är planerad att tas i drift sommaren X.|1
&quot;Margarinverksamheten har kommit i god form under de senaste två åren, vilket gör den till ett naturligt tillskott till Bunge, som vill utnyttja sin position på de central- och nordeuropeiska marknaderna,&quot; sa Raisios vd Matti Rihko i ett uttalande .|2
Prestation bygger på värderingar och hållbarhet.|1
Det är också X,X pct över aktiens X-månaders volymvägda genomsnittspris.|2
Det finska energibolaget Fortum har satt upp nya strängare målgränser för kortsiktiga koldioxidutsläpp från sin värme- och elproduktion.|1
Prisprat är i mitten av marknadens swappar plus X bps-området och ledarna är Barclays, BNPP, UBS och CBA.|1
Den finska leverantören av BSS-OSS och VAS för telekomoperatörer, Tecnotree, har fått expansionsorder värda totalt X,X miljoner USD för sina konvergenta laddningslösningar och nästa generations meddelandelösningar i Latinamerika, meddelade företaget utan att specificera vilka operatörer som hade lagt beställningarna .|2
Bolaget kommer att avslöja ytterligare detaljer, inklusive den förväntade transaktionstidtabellen och namnet på den nya investeraren, inom en vecka.|1
Protalix utvecklar genetiskt modifierade proteiner från växtceller.|1
Den naturliga källan till isopren är trädarten Hevea brasiliensis, även känd som gummiträdet.|1
Värdet på beställningarna uppgick till X,X miljoner euro.|1
VD Erkki J+Ærvinen är nöjd med företagets resultat under X .|2
Produktionen vid anläggningen kommer att baseras på Neste Oils egenutvecklade teknologi som kan använda en flexibel insats av alla vegetabiliska oljor eller animaliskt fett.|1
Aktieförsäljningen, till utländska och finska investerare, förväntas inbringa cirka X miljoner euro (X miljoner USD).|1
BasWare har sitt huvudkontor i Esbo, Finland.|1
Studien var inte utformad för att möjliggöra formell statistisk utvärdering av terapeutisk aktivitet, sade företaget.|1
Utspädd vinst per aktie steg till X,X EUR från X,X EUR.|2
Han sa: Den är till salu igen och vi kommer att aktivt marknadsföra den.|1
Vinst per aktie EPS ses till X,X EUR, upp från X,X EUR.|2
Enhetens årliga omsättning är cirka X miljoner euro och den sysselsätter för närvarande cirka X personer.|1
Som ett resultat av detta räknar bolaget för närvarande med att omsättningen ökar och att rörelseresultatet blir positivt.|2
Det är Estlands näst största köttförädlingsföretag efter marknadsandel (enligt AC Nielsens uppgifter från X, X procent).|1
Resultatet före skatt minskade till X,X miljoner euro från X,X miljoner euro fjärde kvartalet X .|0
Förvärvet behöver inte komma från frysta livsmedel eller fisksektorn, så länge det har synergier med L+Ænnen Tehtaats övriga verksamheter.|1
Försäljningen vid enheten sjönk förra året efter att branschen drabbades av dåligt snöfall på de stora orterna vintern X-X.|0
F-Secure påpekar också den logiska svagheten i de sekvenserade numren i ett korttillvägagångssätt som uppenbarligen redan har använts.|0
Detta gör att enheter som mobiltelefoner kan bli några millimeter tunnare.|1
Australiens regering säljer X miljarder A$ i en ny X obligation|1
Genom flytten siktar företaget på årliga besparingar på cirka X miljoner EUR X,X miljoner USD, varav huvuddelen förväntas realiseras i år.|2
Remote Radio-huvudmodulen kommer att finnas tillgänglig med XW effekt för X,X GHz och X,X GHz TDD frekvensband.|1
Företaget har ett X-tal kontor över hela världen och mer än X procent av omsättningen genereras utanför Finland.|1
Rapporten ger en omfattande inblick i företaget, inklusive affärsstruktur och verksamhet, chefsbiografier och nyckelkonkurrenter.|2
Honkarakenne beslutade också i går att sälja X X av sina B-aktier till nyckelpersoner för X,X euro per aktie.|1
Enligt transaktionsavtalet kommer Metsaliitto att köpa X,X % av Metsa-Botnias aktier från UPM och X % från M-real.|1
Baserat på designen av tidigare telefoner, Nokia EX och Nokia EX, utlovas denna Symbian-baserade modell att erbjuda direkt tillgång till över X procent av världens företags-e-post via Mail for Exchange och IBM Lotus Notes Traveler.|1
Koncernen redovisade en nettoomsättning på X,X miljoner euro X,X miljoner dollar och ett rörelseresultat på X X euro X,X miljoner dollar X.|1
Cameco prissätter vanligtvis försäljningskontrakt med ett förhållande på X:X mellan fasta priser och spotpriser.|1
Veckans tips Panfish som blågälar är jätteroliga att fånga, särskilt för barn som inte har börjat fiska.|1
Rörelseförlusten uppgick till X,X miljoner euro jämfört med en vinst på X,X miljoner euro under motsvarande period X .|0
Under andra kvartalet X var företagets nettovinst X,X miljoner euro jämfört med en nettoförlust på X,X miljoner euro i april-juni X.|2
Nokia, som har en stark meritlista på den lägre marknaden för mobiltelefoner, sa i juli att dess pekskärmserbjudande skulle komma i år och vara billigare än konkurrerande modeller för att kunna utnyttja en marknad med större volymer.|2
Nettovinsten under de tre månaderna fram till den X mars sjönk till (xXac) X miljoner (X miljoner USD) från (xXac) X miljoner ett år tidigare, sa det finska företaget.|0
Idag är den orange saxen den ikoniska symbolen för den utmärkta ergonomiska designen och den överlägsna kvaliteten som förknippas med varje produkt från Fiskars.|1
I Finland har Hamina Cargo Terminal , från finska Nurminen Logistics , köpt ett lager med tomträtt i Fredrikshamn .|1
Priserna på rostfritt stål steg också i Europa.|1
Det finns dock fortfarande osäkerheter.|1
Frost sålde aktier för $X miljoner till $X,X-X,X per aktie, jämfört med fredagens högsta på $X,X och lägsta $X,X.|0
Valmet Automotive redovisar en nettoomsättning på X miljoner euro och ett rörelseresultat på X miljoner euro.|1
Adanac Molybden från Kanada har beställt slipteknik för sitt molybdenprojekt i British Columbia, Kanada, medan Shalkiya Zinc från Kazakstan har tilldelat ett kontrakt för slipteknik för Shalkiya zink-blyprojektet i Kazakstan.|2
AKTIEÅTERKÖP X.X.X På Helsingfors Börs På uppdrag av Sampo Abp Danske Bank AS Helsingfors filial|1
Turbinerna förväntas vara lanserade i slutet av X .|1
Rationaliseringen av verksamheten syftar till att uppnå över X miljon euro i årliga besparingar från och med andra kvartalet av innevarande räkenskapsår.|2
Totalt X,X miljoner euro kommer att tillhandahållas som säkerställd treårig skuld från syndikatet, som involverar Pohjola Bank HEL: POHXS, den finska delen av Nordea Bank AB STO: NDA, och Sampo Bank HEL: SAMAS.|1
Beställningarna inkluderar även ett fåtal högeffektdrivningar för styrning av seismiska kompressorer.|1
Särskild uppmärksamhet ägnas åt energieffektivitet i byggandet av byggnaden, eftersom den är utformad för att uppfylla kraven i energiklass B, och LEED-certifiering kommer att ansökas om.|1
Relationerna med staden har skadats ytterligare av kommentarer från Ashley som kritiserar stadens investerare och analytiker som &quot;gråtande barn&quot;.|0
Biohit och VWR har haft ett nära samarbete under ett antal år i USA, där Biohit är en av VWR:s fokusleverantörer.|2
CDP grundades på initiativ av institutionella investerare; Men de årligen publicerade resultaten intresserar också ett ökande antal kunder och andra intressegrupper hos de rapporterande företagen.|1
Arvo Vuorenmaa , Lovisa anläggningens generaldirektör sa att ansökan om den nya licensen var en &quot; standard &quot; procedur och att han var &quot; ganska säker &quot; om att godkännandet skulle beviljas .|2
Marknadsdata och analyser härrör från primär och sekundär forskning.|1
Musik tillhandahålls av alla stora internationella och regionala skivbolag inklusive Universal Music Group, Sony Music Entertainment, Warner Music, EMI Music, Rotana, Mazzika, Melody Music, Platinum Records och ledande innehållsaggregator The Orchard, samt tusentals oberoende skivbolag.|1
JPMorgan köper andelar i Robert Krafts sportdataföretag|1
Talloljeprojektet är relaterat till uppgraderingen av UPM:s kemiska återvinningsanläggning vid dess massabruk i Kymi, södra Finland.|1
Bank of Tokyo-Mitsubishi UFJ, Ltd agerade ombud för lånet.|1
Uppsägningsförhandlingarna tillkännagavs först i augusti.|1
Företaget omsatte X miljoner euro X .|1
Periodens försäljning sjönk till X,X miljoner euro från X,X miljoner euro, enligt delårsrapporten som släpptes idag.|0
Rörelseförlusten uppgick till X,X miljoner euro, jämfört med en vinst på X,X miljoner euro under första halvåret X.|0
Satsningen gick nyligen med på att köpa Motorolas trådlösa nätverksverksamhet för X,X miljarder dollar och att distribuera LightSquareds nationella XG-nätverk.|1
Det utökade företaget kommer även fortsättningsvis att heta NewPage .|1
NASDAQ-noterade Yahoo Inc har introducerat en ny tjänst som gör det möjligt för malaysier att ta med sig sitt favoritinnehåll och sina favorittjänster på Internet på sina mobiltelefoner.|2
Effektiviseringsprogram för totalt X miljoner euro pågår i Finnair.|2
Genom de nya produktionslinjerna vid Novator-bruket i Veliky Ustjug, Vologda Oblast, kommer Sveza att ändra sin nuvarande X,X m gånger X,X m björkplywoodproduktion med inriktning på den inhemska marknaden för att producera X,X m gånger X,X m överlagd björkplywood för den globala marknaden.|1
- Motverka din konkurrents styrkor och rikta in sig på deras svagheter.|1
Förvärvet finansierades med X,X miljarder dollar i skulder arrangerade av Goldman, Sachs &amp; Co.|1
Första kvartalet var som förväntat och var i linje med analytikernas prognoser.|1
Scandic Feed kommer också att diversifiera Tosnos produktportfölj ytterligare.|1
Finnairs kabinfaktor, som mäter antalet sålda platser som andel av alla tillgängliga platser, sjönk med X,X procentenheter till X,X % i september.|0
Den finska leverantören av strömförsörjningslösningar och systemsystem Efore Oyj sa att dess nettoförlust ökade till X,X miljoner euro $ X,X miljoner för första kvartalet av räkenskapsåret X-X som slutade den X oktober X från X X euro $ X,X miljoner för samma period räkenskapsåret X-X .|0
